,user,trial,node,response
33,4eOUnIAsnLOV2JdB,4,time_elapsed,22644
34,4eOUnIAsnLOV2JdB,4,trial_index,4
35,4eOUnIAsnLOV2JdB,4,trial_type,html-keyboard-response
36,4eOUnIAsnLOV2JdB,5,internal_node_id,0.0-3.0-0.1
37,4eOUnIAsnLOV2JdB,5,stimulus,"<div style=""font-size:60px;"">+</div>"
38,4eOUnIAsnLOV2JdB,5,task,fixation
39,4eOUnIAsnLOV2JdB,5,time_elapsed,23646
40,4eOUnIAsnLOV2JdB,5,trial_index,5
41,4eOUnIAsnLOV2JdB,5,trial_type,html-keyboard-response
42,4eOUnIAsnLOV2JdB,6,correct,True
43,4eOUnIAsnLOV2JdB,6,correct_response,ArrowRight
44,4eOUnIAsnLOV2JdB,6,internal_node_id,0.0-3.0-1.1
45,4eOUnIAsnLOV2JdB,6,response,arrowright
46,4eOUnIAsnLOV2JdB,6,rt,679.7999999523163
47,4eOUnIAsnLOV2JdB,6,stimulus,"<div style=""font-size:60px;"">sweet</div>"
48,4eOUnIAsnLOV2JdB,6,task,response
49,4eOUnIAsnLOV2JdB,6,time_elapsed,24329
50,4eOUnIAsnLOV2JdB,6,trial_index,6
51,4eOUnIAsnLOV2JdB,6,trial_type,html-keyboard-response
52,4eOUnIAsnLOV2JdB,7,internal_node_id,0.0-3.0-0.2
53,4eOUnIAsnLOV2JdB,7,stimulus,"<div style=""font-size:60px;"">+</div>"
54,4eOUnIAsnLOV2JdB,7,task,fixation
55,4eOUnIAsnLOV2JdB,7,time_elapsed,25333
56,4eOUnIAsnLOV2JdB,7,trial_index,7
57,4eOUnIAsnLOV2JdB,7,trial_type,html-keyboard-response
58,4eOUnIAsnLOV2JdB,8,correct,True
59,4eOUnIAsnLOV2JdB,8,correct_response,ArrowLeft
60,4eOUnIAsnLOV2JdB,8,internal_node_id,0.0-3.0-1.2
61,4eOUnIAsnLOV2JdB,8,response,arrowleft
62,4eOUnIAsnLOV2JdB,8,rt,534.3999999761581
63,4eOUnIAsnLOV2JdB,8,stimulus,"<div style=""font-size:60px;"">pweef</div>"
64,4eOUnIAsnLOV2JdB,8,task,response
65,4eOUnIAsnLOV2JdB,8,time_elapsed,25868
66,4eOUnIAsnLOV2JdB,8,trial_index,8
67,4eOUnIAsnLOV2JdB,8,trial_type,html-keyboard-response
68,4eOUnIAsnLOV2JdB,9,internal_node_id,0.0-3.0-0.3
69,4eOUnIAsnLOV2JdB,9,stimulus,"<div style=""font-size:60px;"">+</div>"
70,4eOUnIAsnLOV2JdB,9,task,fixation
71,4eOUnIAsnLOV2JdB,9,time_elapsed,26874
72,4eOUnIAsnLOV2JdB,9,trial_index,9
73,4eOUnIAsnLOV2JdB,9,trial_type,html-keyboard-response
74,4eOUnIAsnLOV2JdB,10,correct,True
75,4eOUnIAsnLOV2JdB,10,correct_response,ArrowLeft
76,4eOUnIAsnLOV2JdB,10,internal_node_id,0.0-3.0-1.3
77,4eOUnIAsnLOV2JdB,10,response,arrowleft
78,4eOUnIAsnLOV2JdB,10,rt,955.1000000238419
79,4eOUnIAsnLOV2JdB,10,stimulus,"<div style=""font-size:60px;"">throomba</div>"
80,4eOUnIAsnLOV2JdB,10,task,response
81,4eOUnIAsnLOV2JdB,10,time_elapsed,27832
82,4eOUnIAsnLOV2JdB,10,trial_index,10
83,4eOUnIAsnLOV2JdB,10,trial_type,html-keyboard-response
84,4eOUnIAsnLOV2JdB,11,internal_node_id,0.0-3.0-0.4
85,4eOUnIAsnLOV2JdB,11,stimulus,"<div style=""font-size:60px;"">+</div>"
86,4eOUnIAsnLOV2JdB,11,task,fixation
87,4eOUnIAsnLOV2JdB,11,time_elapsed,28838
88,4eOUnIAsnLOV2JdB,11,trial_index,11
89,4eOUnIAsnLOV2JdB,11,trial_type,html-keyboard-response
90,4eOUnIAsnLOV2JdB,12,correct,True
91,4eOUnIAsnLOV2JdB,12,correct_response,ArrowLeft
92,4eOUnIAsnLOV2JdB,12,internal_node_id,0.0-3.0-1.4
93,4eOUnIAsnLOV2JdB,12,response,arrowleft
94,4eOUnIAsnLOV2JdB,12,rt,707.8000000119209
95,4eOUnIAsnLOV2JdB,12,stimulus,"<div style=""font-size:60px;"">baf</div>"
96,4eOUnIAsnLOV2JdB,12,task,response
97,4eOUnIAsnLOV2JdB,12,time_elapsed,29547
98,4eOUnIAsnLOV2JdB,12,trial_index,12
99,4eOUnIAsnLOV2JdB,12,trial_type,html-keyboard-response
100,4eOUnIAsnLOV2JdB,13,internal_node_id,0.0-3.0-0.5
101,4eOUnIAsnLOV2JdB,13,stimulus,"<div style=""font-size:60px;"">+</div>"
102,4eOUnIAsnLOV2JdB,13,task,fixation
103,4eOUnIAsnLOV2JdB,13,time_elapsed,30553
104,4eOUnIAsnLOV2JdB,13,trial_index,13
105,4eOUnIAsnLOV2JdB,13,trial_type,html-keyboard-response
106,4eOUnIAsnLOV2JdB,14,correct,True
107,4eOUnIAsnLOV2JdB,14,correct_response,ArrowRight
108,4eOUnIAsnLOV2JdB,14,internal_node_id,0.0-3.0-1.5
109,4eOUnIAsnLOV2JdB,14,response,arrowright
110,4eOUnIAsnLOV2JdB,14,rt,545.6000000238419
111,4eOUnIAsnLOV2JdB,14,stimulus,"<div style=""font-size:60px;"">hat</div>"
112,4eOUnIAsnLOV2JdB,14,task,response
113,4eOUnIAsnLOV2JdB,14,time_elapsed,31099
114,4eOUnIAsnLOV2JdB,14,trial_index,14
115,4eOUnIAsnLOV2JdB,14,trial_type,html-keyboard-response
116,4eOUnIAsnLOV2JdB,15,internal_node_id,0.0-4.0
117,4eOUnIAsnLOV2JdB,15,response,arrowleft
118,4eOUnIAsnLOV2JdB,15,rt,12675.300000011921
119,4eOUnIAsnLOV2JdB,15,stimulus,"<p>You responded correctly on 100% of the trials.</p>
          <p>Your average response time on correct trials was 731ms.</p>
          <p>Your average response time on incorrect trials was NaNms.</p>
          <p>Press any key to complete the experiment. Thank you!</p>"
120,4eOUnIAsnLOV2JdB,15,time_elapsed,43787
121,4eOUnIAsnLOV2JdB,15,trial_index,15
122,4eOUnIAsnLOV2JdB,15,trial_type,html-keyboard-response
123,CIJCCS2dQnHo0apT,0,internal_node_id,0.0-0.0
124,CIJCCS2dQnHo0apT,0,success,True
125,CIJCCS2dQnHo0apT,0,time_elapsed,14
126,CIJCCS2dQnHo0apT,0,timeout,False
127,CIJCCS2dQnHo0apT,0,trial_index,0
128,CIJCCS2dQnHo0apT,0,trial_type,preload
129,CIJCCS2dQnHo0apT,1,internal_node_id,0.0-1.0
130,CIJCCS2dQnHo0apT,1,response,arrowright
131,CIJCCS2dQnHo0apT,1,rt,1745
132,CIJCCS2dQnHo0apT,1,stimulus,"<h1>Welcome to the world of Lexicality!</h1>
      <p>You are searching for the gate that will return you to your home on Earth.</p>
      <p>To reach it, you must cross <strong>five</strong> valleys guarded by magical creatures.</p>
      <p>To convince them to let you pass through, you must be able to tell the difference
      between the magic words of Lexicality and English.</p>
      <p>Press any key to see how!</p>
      "
133,CIJCCS2dQnHo0apT,1,time_elapsed,1770
134,CIJCCS2dQnHo0apT,1,trial_index,1
135,CIJCCS2dQnHo0apT,1,trial_type,html-keyboard-response
136,CIJCCS2dQnHo0apT,2,internal_node_id,0.0-2.0
137,CIJCCS2dQnHo0apT,2,response,arrowright
138,CIJCCS2dQnHo0apT,2,rt,1451.9000000357628
139,CIJCCS2dQnHo0apT,2,stimulus,"
        <p>The magic words sound like fake, made-up words.
        They might look like English words, but they don't
        mean anything in English. For example, <i> laip, bove,</i> and <i>
        cigbert</i> are magic words.
        If you see a magic word, press the <strong>LEFT ARROW KEY</strong></p>
        <p>The other words will be onese you recognize.
        They are real English words like <i>is, basket,</i> and <i>lion.</i>
        If you see a real word, hit the <strong>RIGHT ARROW KEY</strong></p>
        </div>
        <p>Press any key to begin practice!</p>
      "
140,CIJCCS2dQnHo0apT,2,time_elapsed,3224
141,CIJCCS2dQnHo0apT,2,trial_index,2
142,CIJCCS2dQnHo0apT,2,trial_type,html-keyboard-response
143,CIJCCS2dQnHo0apT,3,internal_node_id,0.0-3.0-0.0
144,CIJCCS2dQnHo0apT,3,stimulus,"<div style=""font-size:60px;"">+</div>"
145,CIJCCS2dQnHo0apT,3,task,fixation
146,CIJCCS2dQnHo0apT,3,time_elapsed,6247
147,CIJCCS2dQnHo0apT,3,trial_index,3
148,CIJCCS2dQnHo0apT,3,trial_type,html-keyboard-response
149,CIJCCS2dQnHo0apT,4,correct,True
150,CIJCCS2dQnHo0apT,4,correct_response,ArrowRight
151,CIJCCS2dQnHo0apT,4,internal_node_id,0.0-3.0-1.0
152,CIJCCS2dQnHo0apT,4,response,arrowright
153,CIJCCS2dQnHo0apT,4,rt,621.9000000357628
154,CIJCCS2dQnHo0apT,4,stimulus,"<div style=""font-size:60px;"">deliberate</div>"
155,CIJCCS2dQnHo0apT,4,task,response
156,CIJCCS2dQnHo0apT,4,time_elapsed,6881
157,CIJCCS2dQnHo0apT,4,trial_index,4
158,CIJCCS2dQnHo0apT,4,trial_type,html-keyboard-response
159,CIJCCS2dQnHo0apT,5,internal_node_id,0.0-3.0-0.1
160,CIJCCS2dQnHo0apT,5,stimulus,"<div style=""font-size:60px;"">+</div>"
161,CIJCCS2dQnHo0apT,5,task,fixation
162,CIJCCS2dQnHo0apT,5,time_elapsed,7893
163,CIJCCS2dQnHo0apT,5,trial_index,5
164,CIJCCS2dQnHo0apT,5,trial_type,html-keyboard-response
165,CIJCCS2dQnHo0apT,6,correct,True
166,CIJCCS2dQnHo0apT,6,correct_response,ArrowLeft
167,CIJCCS2dQnHo0apT,6,internal_node_id,0.0-3.0-1.1
168,CIJCCS2dQnHo0apT,6,response,arrowleft
169,CIJCCS2dQnHo0apT,6,rt,636.8000000119209
170,CIJCCS2dQnHo0apT,6,stimulus,"<div style=""font-size:60px;"">throomba</div>"
171,CIJCCS2dQnHo0apT,6,task,response
172,CIJCCS2dQnHo0apT,6,time_elapsed,8540
173,CIJCCS2dQnHo0apT,6,trial_index,6
174,CIJCCS2dQnHo0apT,6,trial_type,html-keyboard-response
175,CIJCCS2dQnHo0apT,7,internal_node_id,0.0-3.0-0.2
176,CIJCCS2dQnHo0apT,7,stimulus,"<div style=""font-size:60px;"">+</div>"
177,CIJCCS2dQnHo0apT,7,task,fixation
178,CIJCCS2dQnHo0apT,7,time_elapsed,9550
179,CIJCCS2dQnHo0apT,7,trial_index,7
180,CIJCCS2dQnHo0apT,7,trial_type,html-keyboard-response
181,CIJCCS2dQnHo0apT,8,correct,True
182,CIJCCS2dQnHo0apT,8,correct_response,ArrowLeft
183,CIJCCS2dQnHo0apT,8,internal_node_id,0.0-3.0-1.2
184,CIJCCS2dQnHo0apT,8,response,arrowleft
185,CIJCCS2dQnHo0apT,8,rt,802.0999999642372
186,CIJCCS2dQnHo0apT,8,stimulus,"<div style=""font-size:60px;"">baf</div>"
187,CIJCCS2dQnHo0apT,8,task,response
188,CIJCCS2dQnHo0apT,8,time_elapsed,10359
189,CIJCCS2dQnHo0apT,8,trial_index,8
190,CIJCCS2dQnHo0apT,8,trial_type,html-keyboard-response
191,CIJCCS2dQnHo0apT,9,internal_node_id,0.0-3.0-0.3
192,CIJCCS2dQnHo0apT,9,stimulus,"<div style=""font-size:60px;"">+</div>"
193,CIJCCS2dQnHo0apT,9,task,fixation
194,CIJCCS2dQnHo0apT,9,time_elapsed,11370
195,CIJCCS2dQnHo0apT,9,trial_index,9
196,CIJCCS2dQnHo0apT,9,trial_type,html-keyboard-response
197,CIJCCS2dQnHo0apT,10,correct,True
198,CIJCCS2dQnHo0apT,10,correct_response,ArrowRight
199,CIJCCS2dQnHo0apT,10,internal_node_id,0.0-3.0-1.3
200,CIJCCS2dQnHo0apT,10,response,arrowright
201,CIJCCS2dQnHo0apT,10,rt,983.1999999880791
202,CIJCCS2dQnHo0apT,10,stimulus,"<div style=""font-size:60px;"">sweet</div>"
203,CIJCCS2dQnHo0apT,10,task,response
204,CIJCCS2dQnHo0apT,10,time_elapsed,12364
205,CIJCCS2dQnHo0apT,10,trial_index,10
206,CIJCCS2dQnHo0apT,10,trial_type,html-keyboard-response
207,CIJCCS2dQnHo0apT,11,internal_node_id,0.0-3.0-0.4
208,CIJCCS2dQnHo0apT,11,stimulus,"<div style=""font-size:60px;"">+</div>"
209,CIJCCS2dQnHo0apT,11,task,fixation
210,CIJCCS2dQnHo0apT,11,time_elapsed,13370
211,CIJCCS2dQnHo0apT,11,trial_index,11
212,CIJCCS2dQnHo0apT,11,trial_type,html-keyboard-response
213,CIJCCS2dQnHo0apT,12,correct,True
214,CIJCCS2dQnHo0apT,12,correct_response,ArrowLeft
215,CIJCCS2dQnHo0apT,12,internal_node_id,0.0-3.0-1.4
216,CIJCCS2dQnHo0apT,12,response,arrowleft
217,CIJCCS2dQnHo0apT,12,rt,617.0999999642372
218,CIJCCS2dQnHo0apT,12,stimulus,"<div style=""font-size:60px;"">pweef</div>"
219,CIJCCS2dQnHo0apT,12,task,response
220,CIJCCS2dQnHo0apT,12,time_elapsed,13991
221,CIJCCS2dQnHo0apT,12,trial_index,12
222,CIJCCS2dQnHo0apT,12,trial_type,html-keyboard-response
223,CIJCCS2dQnHo0apT,13,internal_node_id,0.0-3.0-0.5
224,CIJCCS2dQnHo0apT,13,stimulus,"<div style=""font-size:60px;"">+</div>"
225,CIJCCS2dQnHo0apT,13,task,fixation
226,CIJCCS2dQnHo0apT,13,time_elapsed,14997
227,CIJCCS2dQnHo0apT,13,trial_index,13
228,CIJCCS2dQnHo0apT,13,trial_type,html-keyboard-response
229,CIJCCS2dQnHo0apT,14,correct,True
230,CIJCCS2dQnHo0apT,14,correct_response,ArrowRight
231,CIJCCS2dQnHo0apT,14,internal_node_id,0.0-3.0-1.5
232,CIJCCS2dQnHo0apT,14,response,arrowright
233,CIJCCS2dQnHo0apT,14,rt,1045.3999999761581
234,CIJCCS2dQnHo0apT,14,stimulus,"<div style=""font-size:60px;"">hat</div>"
235,CIJCCS2dQnHo0apT,14,task,response
236,CIJCCS2dQnHo0apT,14,time_elapsed,16044
237,CIJCCS2dQnHo0apT,14,trial_index,14
238,CIJCCS2dQnHo0apT,14,trial_type,html-keyboard-response
239,CIJCCS2dQnHo0apT,15,internal_node_id,0.0-4.0
240,CIJCCS2dQnHo0apT,15,response,arrowright
241,CIJCCS2dQnHo0apT,15,rt,2187.5
242,CIJCCS2dQnHo0apT,15,stimulus,"<p>You responded correctly on 100% of the trials.</p>
          <p>Your average response time on correct trials was 784ms.</p>
          <p>Your average response time on incorrect trials was NaNms.</p>
          <p>Press any key to complete the experiment. Thank you!</p>"
243,CIJCCS2dQnHo0apT,15,time_elapsed,18239
244,CIJCCS2dQnHo0apT,15,trial_index,15
245,CIJCCS2dQnHo0apT,15,trial_type,html-keyboard-response
246,G4sD7Tbrzw7xSad6,0,internal_node_id,0.0-0.0
247,G4sD7Tbrzw7xSad6,0,success,True
248,G4sD7Tbrzw7xSad6,0,time_elapsed,1
249,G4sD7Tbrzw7xSad6,0,timeout,False
250,G4sD7Tbrzw7xSad6,0,trial_index,0
251,G4sD7Tbrzw7xSad6,0,trial_type,preload
252,G4sD7Tbrzw7xSad6,1,internal_node_id,0.0-1.0
253,G4sD7Tbrzw7xSad6,1,response, 
254,G4sD7Tbrzw7xSad6,1,rt,32263
255,G4sD7Tbrzw7xSad6,1,stimulus,"<h1>Welcome to the world of Lexicality!</h1>
      <p>You are searching for the gate that will return you to your home on Earth.</p>
      <p>To reach it, you must cross <strong>five</strong> valleys guarded by magical creatures.</p>
      <p>To convince them to let you pass through, you must be able to tell the difference
      between the magic words of Lexicality and English.</p>
      <p>Press any key to see how!</p>
      "
256,G4sD7Tbrzw7xSad6,1,time_elapsed,32264
257,G4sD7Tbrzw7xSad6,1,trial_index,1
258,G4sD7Tbrzw7xSad6,1,trial_type,html-keyboard-response
259,G4sD7Tbrzw7xSad6,2,internal_node_id,0.0-2.0
260,G4sD7Tbrzw7xSad6,2,response,arrowleft
261,G4sD7Tbrzw7xSad6,2,rt,1519.300000011921
262,G4sD7Tbrzw7xSad6,2,stimulus,"
        <p>The magic words sound like fake, made-up words.
        They might look like English words, but they don't
        mean anything in English. For example, <i> laip, bove,</i> and <i>
        cigbert</i> are magic words.
        If you see a magic word, press the <strong>LEFT ARROW KEY</strong></p>
        <p>The other words will be onese you recognize.
        They are real English words like <i>is, basket,</i> and <i>lion.</i>
        If you see a real word, hit the <strong>RIGHT ARROW KEY</strong></p>
        </div>
        <p>Press any key to begin practice!</p>
      "
263,G4sD7Tbrzw7xSad6,2,time_elapsed,33787
264,G4sD7Tbrzw7xSad6,2,trial_index,2
265,G4sD7Tbrzw7xSad6,2,trial_type,html-keyboard-response
266,G4sD7Tbrzw7xSad6,3,internal_node_id,0.0-3.0-0.0
267,G4sD7Tbrzw7xSad6,3,stimulus,"<div style=""font-size:60px;"">+</div>"
268,G4sD7Tbrzw7xSad6,3,task,fixation
269,G4sD7Tbrzw7xSad6,3,time_elapsed,36797
270,G4sD7Tbrzw7xSad6,3,trial_index,3
271,G4sD7Tbrzw7xSad6,3,trial_type,html-keyboard-response
272,G4sD7Tbrzw7xSad6,4,correct,True
273,G4sD7Tbrzw7xSad6,4,correct_response,ArrowRight
274,G4sD7Tbrzw7xSad6,4,internal_node_id,0.0-3.0-1.0
275,G4sD7Tbrzw7xSad6,4,response,arrowright
276,G4sD7Tbrzw7xSad6,4,rt,735.3999999761581
277,G4sD7Tbrzw7xSad6,4,stimulus,"<div style=""font-size:60px;"">deliberate</div>"
278,G4sD7Tbrzw7xSad6,4,task,response
279,G4sD7Tbrzw7xSad6,4,time_elapsed,37535
280,G4sD7Tbrzw7xSad6,4,trial_index,4
281,G4sD7Tbrzw7xSad6,4,trial_type,html-keyboard-response
282,G4sD7Tbrzw7xSad6,5,internal_node_id,0.0-3.0-0.1
283,G4sD7Tbrzw7xSad6,5,stimulus,"<div style=""font-size:60px;"">+</div>"
284,G4sD7Tbrzw7xSad6,5,task,fixation
285,G4sD7Tbrzw7xSad6,5,time_elapsed,38537
286,G4sD7Tbrzw7xSad6,5,trial_index,5
287,G4sD7Tbrzw7xSad6,5,trial_type,html-keyboard-response
288,G4sD7Tbrzw7xSad6,6,correct,True
289,G4sD7Tbrzw7xSad6,6,correct_response,ArrowLeft
290,G4sD7Tbrzw7xSad6,6,internal_node_id,0.0-3.0-1.1
291,G4sD7Tbrzw7xSad6,6,response,arrowleft
292,G4sD7Tbrzw7xSad6,6,rt,691.8000000119209
293,G4sD7Tbrzw7xSad6,6,stimulus,"<div style=""font-size:60px;"">baf</div>"
294,G4sD7Tbrzw7xSad6,6,task,response
295,G4sD7Tbrzw7xSad6,6,time_elapsed,39230
296,G4sD7Tbrzw7xSad6,6,trial_index,6
297,G4sD7Tbrzw7xSad6,6,trial_type,html-keyboard-response
298,G4sD7Tbrzw7xSad6,7,internal_node_id,0.0-3.0-0.2
299,G4sD7Tbrzw7xSad6,7,stimulus,"<div style=""font-size:60px;"">+</div>"
300,G4sD7Tbrzw7xSad6,7,task,fixation
301,G4sD7Tbrzw7xSad6,7,time_elapsed,40235
302,G4sD7Tbrzw7xSad6,7,trial_index,7
303,G4sD7Tbrzw7xSad6,7,trial_type,html-keyboard-response
304,G4sD7Tbrzw7xSad6,8,correct,False
305,G4sD7Tbrzw7xSad6,8,correct_response,ArrowRight
306,G4sD7Tbrzw7xSad6,8,internal_node_id,0.0-3.0-1.2
307,G4sD7Tbrzw7xSad6,8,response,arrowleft
308,G4sD7Tbrzw7xSad6,8,rt,753.1000000238419
309,G4sD7Tbrzw7xSad6,8,stimulus,"<div style=""font-size:60px;"">sweet</div>"
310,G4sD7Tbrzw7xSad6,8,task,response
311,G4sD7Tbrzw7xSad6,8,time_elapsed,40990
312,G4sD7Tbrzw7xSad6,8,trial_index,8
313,G4sD7Tbrzw7xSad6,8,trial_type,html-keyboard-response
314,G4sD7Tbrzw7xSad6,9,internal_node_id,0.0-3.0-0.3
315,G4sD7Tbrzw7xSad6,9,stimulus,"<div style=""font-size:60px;"">+</div>"
316,G4sD7Tbrzw7xSad6,9,task,fixation
317,G4sD7Tbrzw7xSad6,9,time_elapsed,41993
318,G4sD7Tbrzw7xSad6,9,trial_index,9
319,G4sD7Tbrzw7xSad6,9,trial_type,html-keyboard-response
320,G4sD7Tbrzw7xSad6,10,correct,True
321,G4sD7Tbrzw7xSad6,10,correct_response,ArrowRight
322,G4sD7Tbrzw7xSad6,10,internal_node_id,0.0-3.0-1.3
323,G4sD7Tbrzw7xSad6,10,response,arrowright
324,G4sD7Tbrzw7xSad6,10,rt,770.8999999761581
325,G4sD7Tbrzw7xSad6,10,stimulus,"<div style=""font-size:60px;"">hat</div>"
326,G4sD7Tbrzw7xSad6,10,task,response
327,G4sD7Tbrzw7xSad6,10,time_elapsed,42766
328,G4sD7Tbrzw7xSad6,10,trial_index,10
329,G4sD7Tbrzw7xSad6,10,trial_type,html-keyboard-response
330,G4sD7Tbrzw7xSad6,11,internal_node_id,0.0-3.0-0.4
331,G4sD7Tbrzw7xSad6,11,stimulus,"<div style=""font-size:60px;"">+</div>"
332,G4sD7Tbrzw7xSad6,11,task,fixation
333,G4sD7Tbrzw7xSad6,11,time_elapsed,43771
334,G4sD7Tbrzw7xSad6,11,trial_index,11
335,G4sD7Tbrzw7xSad6,11,trial_type,html-keyboard-response
336,G4sD7Tbrzw7xSad6,12,correct,True
337,G4sD7Tbrzw7xSad6,12,correct_response,ArrowLeft
338,G4sD7Tbrzw7xSad6,12,internal_node_id,0.0-3.0-1.4
339,G4sD7Tbrzw7xSad6,12,response,arrowleft
340,G4sD7Tbrzw7xSad6,12,rt,573.8999999761581
341,G4sD7Tbrzw7xSad6,12,stimulus,"<div style=""font-size:60px;"">pweef</div>"
342,G4sD7Tbrzw7xSad6,12,task,response
343,G4sD7Tbrzw7xSad6,12,time_elapsed,44346
344,G4sD7Tbrzw7xSad6,12,trial_index,12
345,G4sD7Tbrzw7xSad6,12,trial_type,html-keyboard-response
346,G4sD7Tbrzw7xSad6,13,internal_node_id,0.0-3.0-0.5
347,G4sD7Tbrzw7xSad6,13,stimulus,"<div style=""font-size:60px;"">+</div>"
348,G4sD7Tbrzw7xSad6,13,task,fixation
349,G4sD7Tbrzw7xSad6,13,time_elapsed,45348
350,G4sD7Tbrzw7xSad6,13,trial_index,13
351,G4sD7Tbrzw7xSad6,13,trial_type,html-keyboard-response
352,G4sD7Tbrzw7xSad6,14,correct,True
353,G4sD7Tbrzw7xSad6,14,correct_response,ArrowLeft
354,G4sD7Tbrzw7xSad6,14,internal_node_id,0.0-3.0-1.5
355,G4sD7Tbrzw7xSad6,14,response,arrowleft
356,G4sD7Tbrzw7xSad6,14,rt,547.5
357,G4sD7Tbrzw7xSad6,14,stimulus,"<div style=""font-size:60px;"">throomba</div>"
358,G4sD7Tbrzw7xSad6,14,task,response
359,G4sD7Tbrzw7xSad6,14,time_elapsed,45897
360,G4sD7Tbrzw7xSad6,14,trial_index,14
361,G4sD7Tbrzw7xSad6,14,trial_type,html-keyboard-response
362,G4sD7Tbrzw7xSad6,15,internal_node_id,0.0-4.0
363,G4sD7Tbrzw7xSad6,15,response, 
364,G4sD7Tbrzw7xSad6,15,rt,1891.1000000238419
365,G4sD7Tbrzw7xSad6,15,stimulus,"<p>You responded correctly on 83% of the trials.</p>
          <p>Your average response time on correct trials was 664ms.</p>
          <p>Your average response time on incorrect trials was 753ms.</p>
          <p>Press any key to complete the experiment. Thank you!</p>"
366,G4sD7Tbrzw7xSad6,15,time_elapsed,47790
367,G4sD7Tbrzw7xSad6,15,trial_index,15
368,G4sD7Tbrzw7xSad6,15,trial_type,html-keyboard-response
369,I3Q4TRngf23pYq8B,0,internal_node_id,0.0-0.0
370,I3Q4TRngf23pYq8B,0,success,True
371,I3Q4TRngf23pYq8B,0,time_elapsed,2
372,I3Q4TRngf23pYq8B,0,timeout,False
373,I3Q4TRngf23pYq8B,0,trial_index,0
374,I3Q4TRngf23pYq8B,0,trial_type,preload
375,I3Q4TRngf23pYq8B,1,internal_node_id,0.0-1.0
376,I3Q4TRngf23pYq8B,1,response, 
377,I3Q4TRngf23pYq8B,1,rt,2280.800000011921
378,I3Q4TRngf23pYq8B,1,stimulus,"<h1>Welcome to the world of Lexicality!</h1>
      <p>You are searching for the gate that will return you to your home on Earth.</p>
      <p>To reach it, you must cross <strong>five</strong> valleys guarded by magical creatures.</p>
      <p>To convince them to let you pass through, you must be able to tell the difference
      between the magic words of Lexicality and English.</p>
      <p>Press any key to see how!</p>
      "
379,I3Q4TRngf23pYq8B,1,time_elapsed,2284
380,I3Q4TRngf23pYq8B,1,trial_index,1
381,I3Q4TRngf23pYq8B,1,trial_type,html-keyboard-response
382,I3Q4TRngf23pYq8B,2,internal_node_id,0.0-2.0
383,I3Q4TRngf23pYq8B,2,response,arrowleft
